locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLIDFOLG_04291	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
DLIDFOLG_04292	CDS	333				hypothetical protein
DLIDFOLG_04293	CDS	783				hypothetical protein
DLIDFOLG_04294	CDS	369				hypothetical protein
DLIDFOLG_04295	CDS	381				hypothetical protein
DLIDFOLG_04296	CDS	600				hypothetical protein
DLIDFOLG_04297	CDS	222				hypothetical protein
DLIDFOLG_04298	CDS	234	dinI_4			DNA damage-inducible protein I
DLIDFOLG_04299	CDS	399				hypothetical protein
DLIDFOLG_04300	CDS	843				hypothetical protein
DLIDFOLG_04301	CDS	1050				hypothetical protein
DLIDFOLG_04302	CDS	237				hypothetical protein
DLIDFOLG_04303	CDS	204				hypothetical protein
DLIDFOLG_04304	CDS	369				hypothetical protein
DLIDFOLG_04305	CDS	750	dnaC_1		COG1484	DNA replication protein DnaC
DLIDFOLG_04306	CDS	840				hypothetical protein
DLIDFOLG_04307	CDS	795				hypothetical protein
DLIDFOLG_04308	CDS	93				hypothetical protein
DLIDFOLG_04309	CDS	537				hypothetical protein
DLIDFOLG_04310	CDS	309				hypothetical protein
DLIDFOLG_04311	CDS	192				hypothetical protein
DLIDFOLG_04312	CDS	156				hypothetical protein
DLIDFOLG_04313	CDS	3150				hypothetical protein
DLIDFOLG_04314	CDS	1110				hypothetical protein
DLIDFOLG_04315	CDS	1188	intS_2		COG0582	Prophage integrase IntS
DLIDFOLG_04316	CDS	891	sapC		COG4171	Peptide transport system permease protein SapC
DLIDFOLG_04317	CDS	993	sapD		COG4170	Peptide transport system ATP-binding protein SapD
DLIDFOLG_04318	CDS	810	sapF		COG4167	Peptide transport system ATP-binding protein SapF
DLIDFOLG_04319	CDS	1431				hypothetical protein
DLIDFOLG_04320	CDS	543	ves		COG3758	Protein Ves
DLIDFOLG_04321	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DLIDFOLG_04322	CDS	1158				hypothetical protein
DLIDFOLG_04323	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
DLIDFOLG_04324	CDS	180				hypothetical protein
DLIDFOLG_04325	CDS	750	srlR_2		COG1349	Glucitol operon repressor
DLIDFOLG_04326	CDS	222	osmB			Osmotically-inducible lipoprotein B
DLIDFOLG_04327	CDS	327	yciH		COG0023	putative protein YciH
DLIDFOLG_04328	CDS	738	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
DLIDFOLG_04329	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
DLIDFOLG_04330	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
DLIDFOLG_04331	CDS	768	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
DLIDFOLG_04332	CDS	603	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
DLIDFOLG_04333	CDS	2673	acnA	4.2.1.3	COG1048	Aconitate hydratase A
DLIDFOLG_04334	CDS	168				hypothetical protein
DLIDFOLG_04335	CDS	975	cysB			HTH-type transcriptional regulator CysB
DLIDFOLG_04336	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
DLIDFOLG_04337	CDS	252	yciN			Protein YciN
DLIDFOLG_04338	CDS	1083	sohB	3.4.21.-	COG0616	putative protease SohB
DLIDFOLG_04339	CDS	801	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
DLIDFOLG_04340	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
DLIDFOLG_04341	CDS	903	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
DLIDFOLG_04342	CDS	141				hypothetical protein
DLIDFOLG_04343	CDS	474				hypothetical protein
DLIDFOLG_04344	CDS	1377				hypothetical protein
DLIDFOLG_04345	CDS	897	gcvA_6			Glycine cleavage system transcriptional activator
DLIDFOLG_04346	CDS	909				IS1595 family transposase ISBsp7
DLIDFOLG_04347	CDS	621	yciO		COG0009	putative protein YciO
DLIDFOLG_04348	CDS	864	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
DLIDFOLG_04349	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
DLIDFOLG_04350	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
DLIDFOLG_04351	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
DLIDFOLG_04352	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
DLIDFOLG_04353	CDS	810	trpA	4.2.1.20		Tryptophan synthase alpha chain
DLIDFOLG_04354	CDS	1260	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
DLIDFOLG_04355	CDS	1089	ttuC'	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC'
DLIDFOLG_04356	CDS	1311	ttuB_5			Putative tartrate transporter
DLIDFOLG_04357	CDS	909	benM_3			HTH-type transcriptional regulator BenM
DLIDFOLG_04358	CDS	459				hypothetical protein
DLIDFOLG_04359	CDS	1191	tktA_3	2.2.1.1	COG0021	Transketolase 1
DLIDFOLG_04360	CDS	1032				hypothetical protein
DLIDFOLG_04361	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
DLIDFOLG_04362	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
DLIDFOLG_04363	CDS	909	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
DLIDFOLG_04364	CDS	1032				hypothetical protein
DLIDFOLG_04365	CDS	951	talB_1	2.2.1.2	COG0176	Transaldolase B
DLIDFOLG_04366	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
DLIDFOLG_04367	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
DLIDFOLG_04368	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
DLIDFOLG_04369	CDS	1719				hypothetical protein
DLIDFOLG_04370	CDS	1008	pdxA2_2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
DLIDFOLG_04371	CDS	798	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
DLIDFOLG_04372	CDS	963	sorC_2		COG2390	Sorbitol operon regulator
DLIDFOLG_04373	CDS	345				hypothetical protein
DLIDFOLG_04374	CDS	831	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
DLIDFOLG_04375	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
DLIDFOLG_04376	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
DLIDFOLG_04377	CDS	222	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DLIDFOLG_04378	CDS	483	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DLIDFOLG_04379	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
DLIDFOLG_04380	CDS	438				hypothetical protein
DLIDFOLG_04381	CDS	1152			COG2826	IS30 family transposase IS30
DLIDFOLG_04382	CDS	654				IS3 family transposase ISLad1
DLIDFOLG_04383	CDS	1287				hypothetical protein
DLIDFOLG_04384	CDS	2058				hypothetical protein
DLIDFOLG_04385	CDS	426				hypothetical protein
DLIDFOLG_04386	CDS	384				hypothetical protein
DLIDFOLG_04387	CDS	600				hypothetical protein
DLIDFOLG_04388	CDS	792				hypothetical protein
DLIDFOLG_04389	CDS	366				hypothetical protein
DLIDFOLG_04390	CDS	906				IS3 family transposase IS2
DLIDFOLG_04391	CDS	207				hypothetical protein
DLIDFOLG_04392	CDS	603				hypothetical protein
DLIDFOLG_04393	CDS	624				hypothetical protein
DLIDFOLG_04394	CDS	1119				hypothetical protein
DLIDFOLG_04395	CDS	735				hypothetical protein
DLIDFOLG_04396	CDS	873	era_3			GTPase Era
DLIDFOLG_04397	CDS	2847	flu_2		COG3468	Antigen 43
DLIDFOLG_04398	CDS	234				hypothetical protein
DLIDFOLG_04399	CDS	819				hypothetical protein
DLIDFOLG_04400	CDS	483	klcA_2			Antirestriction protein KlcA
DLIDFOLG_04401	CDS	477				hypothetical protein
DLIDFOLG_04402	CDS	222				hypothetical protein
DLIDFOLG_04403	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
DLIDFOLG_04404	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
DLIDFOLG_04405	CDS	489				hypothetical protein
DLIDFOLG_04406	CDS	198				hypothetical protein
DLIDFOLG_04407	CDS	570				hypothetical protein
DLIDFOLG_04408	CDS	291				hypothetical protein
DLIDFOLG_04409	CDS	567				hypothetical protein
DLIDFOLG_04410	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
DLIDFOLG_04411	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
DLIDFOLG_04412	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
DLIDFOLG_04413	CDS	450				hypothetical protein
DLIDFOLG_04414	CDS	786				hypothetical protein
DLIDFOLG_04415	CDS	759				hypothetical protein
DLIDFOLG_04416	CDS	918	cbpA		COG2214	Curved DNA-binding protein
DLIDFOLG_04417	CDS	306	cbpM			Chaperone modulatory protein CbpM
DLIDFOLG_04418	CDS	372				hypothetical protein
DLIDFOLG_04419	CDS	957	parM			Plasmid segregation protein ParM
DLIDFOLG_04420	CDS	1404	melB		COG2211	Melibiose carrier protein
DLIDFOLG_04421	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
DLIDFOLG_04422	CDS	939	melR			Melibiose operon regulatory protein
DLIDFOLG_04423	CDS	1503	proP_1			Proline/betaine transporter
DLIDFOLG_04424	CDS	336				hypothetical protein
DLIDFOLG_04425	CDS	435				hypothetical protein
DLIDFOLG_04426	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
DLIDFOLG_04427	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
DLIDFOLG_04428	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
DLIDFOLG_04429	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
DLIDFOLG_04430	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
DLIDFOLG_04431	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
DLIDFOLG_04432	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
DLIDFOLG_04433	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
DLIDFOLG_04434	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
DLIDFOLG_04435	CDS	873	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
DLIDFOLG_04436	CDS	600	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
DLIDFOLG_04437	CDS	864	hexR_3		COG1737	HTH-type transcriptional regulator HexR
DLIDFOLG_04438	CDS	534				hypothetical protein
DLIDFOLG_04439	CDS	822	mshD	2.3.1.189		Mycothiol acetyltransferase
DLIDFOLG_04440	CDS	2766	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
DLIDFOLG_04441	CDS	423				hypothetical protein
DLIDFOLG_04442	CDS	471	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
DLIDFOLG_04443	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
DLIDFOLG_04444	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
DLIDFOLG_04445	CDS	1062	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DLIDFOLG_04446	CDS	1011	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
DLIDFOLG_04447	CDS	939				ISNCY family transposase ISRor2
DLIDFOLG_04448	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
DLIDFOLG_04449	CDS	492				hypothetical protein
DLIDFOLG_04450	CDS	744	dnaC_2		COG1484	DNA replication protein DnaC
DLIDFOLG_04451	CDS	540	dnaT			Primosomal protein 1
DLIDFOLG_04452	CDS	474				hypothetical protein
DLIDFOLG_04453	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
DLIDFOLG_04454	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
DLIDFOLG_04455	CDS	882	rhaR_4			HTH-type transcriptional activator RhaR
DLIDFOLG_04456	CDS	723	yjjQ			Putative transcription factor YjjQ
DLIDFOLG_04457	CDS	672	bglJ		COG2197	Transcriptional activator protein BglJ
DLIDFOLG_04458	CDS	459				hypothetical protein
DLIDFOLG_04459	CDS	1344	licC_7		COG1455	Lichenan permease IIC component
DLIDFOLG_04460	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
DLIDFOLG_04461	CDS	1047				hypothetical protein
DLIDFOLG_04462	CDS	354				hypothetical protein
DLIDFOLG_04463	tRNA	87				tRNA-Leu(cag)
DLIDFOLG_04464	tRNA	87				tRNA-Leu(cag)
DLIDFOLG_04465	tRNA	87				tRNA-Leu(cag)
DLIDFOLG_04466	CDS	240	rsmC_1	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
DLIDFOLG_04467	CDS	798	rsmC_2	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
DLIDFOLG_04468	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
DLIDFOLG_04469	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
DLIDFOLG_04470	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
DLIDFOLG_04471	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
DLIDFOLG_04472	CDS	621	osmY_1		COG2823	Osmotically-inducible protein Y
DLIDFOLG_04473	CDS	162				hypothetical protein
DLIDFOLG_04474	CDS	1074				hypothetical protein
DLIDFOLG_04475	CDS	795	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
DLIDFOLG_04476	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
DLIDFOLG_04477	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
DLIDFOLG_04478	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
DLIDFOLG_04479	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
DLIDFOLG_04480	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
DLIDFOLG_04481	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
DLIDFOLG_04482	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
DLIDFOLG_04483	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
DLIDFOLG_04484	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
DLIDFOLG_04485	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
DLIDFOLG_04486	CDS	1560	ettA		COG0488	Energy-dependent translational throttle protein EttA
DLIDFOLG_04487	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
DLIDFOLG_04488	CDS	330	trpR		COG2973	Trp operon repressor
DLIDFOLG_04489	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
DLIDFOLG_04490	CDS	648	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
DLIDFOLG_04491	CDS	870	rob_3		COG2207	Right origin-binding protein
DLIDFOLG_04492	CDS	474				hypothetical protein
DLIDFOLG_04493	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
DLIDFOLG_04494	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
DLIDFOLG_04495	CDS	1359	creD		COG4452	Inner membrane protein CreD
DLIDFOLG_04496	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
DLIDFOLG_04497	CDS	687	trmL_2	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
DLIDFOLG_04498	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
DLIDFOLG_04499	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
DLIDFOLG_04500	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
DLIDFOLG_04501	CDS	378				hypothetical protein
DLIDFOLG_04502	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
DLIDFOLG_04503	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
DLIDFOLG_04504	CDS	954	talB_2	2.2.1.2	COG0176	Transaldolase B
DLIDFOLG_04505	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
DLIDFOLG_04506	CDS	1305	proP_2			Proline/betaine transporter
DLIDFOLG_04507	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
DLIDFOLG_04508	CDS	750				hypothetical protein
DLIDFOLG_04509	CDS	405				hypothetical protein
DLIDFOLG_04510	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
DLIDFOLG_04511	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
DLIDFOLG_04512	CDS	1224	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
DLIDFOLG_04513	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
DLIDFOLG_04514	CDS	210				hypothetical protein
DLIDFOLG_04515	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
DLIDFOLG_04516	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
DLIDFOLG_04517	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
DLIDFOLG_04518	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
DLIDFOLG_04519	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
DLIDFOLG_04520	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
DLIDFOLG_04521	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
DLIDFOLG_04522	CDS	930	dmlR_16			HTH-type transcriptional regulator DmlR
DLIDFOLG_04523	CDS	630				hypothetical protein
DLIDFOLG_04524	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
DLIDFOLG_04525	CDS	1149	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
DLIDFOLG_04526	CDS	3225	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
DLIDFOLG_04527	CDS	234	ygdR_4			putative lipoprotein YgdR
DLIDFOLG_04528	CDS	534	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
DLIDFOLG_04529	CDS	1866	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
DLIDFOLG_04530	CDS	480				IS1595 family transposase ISSsu9
DLIDFOLG_04531	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DLIDFOLG_04532	CDS	378	apaG		COG2967	Protein ApaG
DLIDFOLG_04533	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DLIDFOLG_04534	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
DLIDFOLG_04535	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
DLIDFOLG_04536	CDS	1728	lptD		COG1452	LPS-assembly protein LptD
DLIDFOLG_04537	CDS	567	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
DLIDFOLG_04538	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
DLIDFOLG_04539	CDS	1422	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
DLIDFOLG_04540	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
DLIDFOLG_04541	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
DLIDFOLG_04542	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
DLIDFOLG_04543	CDS	936	paaX		COG3327	Transcriptional repressor PaaX
DLIDFOLG_04544	CDS	597	yrdA_2		COG0663	Protein YrdA
DLIDFOLG_04545	CDS	408				hypothetical protein
DLIDFOLG_04546	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
DLIDFOLG_04547	CDS	3903				hypothetical protein
DLIDFOLG_04548	CDS	660		2.1.1.6	COG4122	Catechol O-methyltransferase
DLIDFOLG_04549	CDS	1380	oprM_3		COG1538	Outer membrane protein OprM
DLIDFOLG_04550	CDS	1086	emrA_3			Colistin resistance protein EmrA
DLIDFOLG_04551	CDS	1653				hypothetical protein
DLIDFOLG_04552	CDS	432	slyA_3		COG1846	Transcriptional regulator SlyA
DLIDFOLG_04553	CDS	948	pgrR_9			HTH-type transcriptional regulator PgrR
DLIDFOLG_04554	CDS	999	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
DLIDFOLG_04555	CDS	492	gdhA_2	1.4.1.3	COG0334	Glutamate dehydrogenase
DLIDFOLG_04556	CDS	858	hexR_4		COG1737	HTH-type transcriptional regulator HexR
DLIDFOLG_04557	CDS	1914	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
DLIDFOLG_04558	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
DLIDFOLG_04559	CDS	1101	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DLIDFOLG_04560	CDS	885				hypothetical protein
DLIDFOLG_04561	CDS	900	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
DLIDFOLG_04562	CDS	1311	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
DLIDFOLG_04563	CDS	1074	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
DLIDFOLG_04564	CDS	825	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DLIDFOLG_04565	CDS	888	lacG_1			Lactose transport system permease protein LacG
DLIDFOLG_04566	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
DLIDFOLG_04567	CDS	927	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
DLIDFOLG_04568	CDS	1470	dauA		COG0659	C4-dicarboxylic acid transporter DauA
DLIDFOLG_04569	CDS	669	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
DLIDFOLG_04570	tRNA	85				tRNA-Leu(caa)
DLIDFOLG_04571	CDS	1266	intA_3		COG0582	Prophage integrase IntA
DLIDFOLG_04572	CDS	3513				hypothetical protein
DLIDFOLG_04573	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
DLIDFOLG_04574	CDS	276				hypothetical protein
DLIDFOLG_04575	CDS	312	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
DLIDFOLG_04576	CDS	6321	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
DLIDFOLG_04577	CDS	3288				hypothetical protein
DLIDFOLG_04578	CDS	1008				hypothetical protein
DLIDFOLG_04579	CDS	282				IS3 family transposase IS1400
DLIDFOLG_04580	CDS	510				IS3 family transposase IS1400
DLIDFOLG_04581	CDS	717				hypothetical protein
DLIDFOLG_04582	CDS	459				hypothetical protein
DLIDFOLG_04583	CDS	267				hypothetical protein
DLIDFOLG_04584	CDS	1149				hypothetical protein
DLIDFOLG_04585	CDS	264				hypothetical protein
DLIDFOLG_04586	CDS	1128				hypothetical protein
DLIDFOLG_04587	CDS	114				hypothetical protein
DLIDFOLG_04588	CDS	267				IS3 family transposase ISYpe1
DLIDFOLG_04589	CDS	387				IS3 family transposase ISYpe1
DLIDFOLG_04590	CDS	348				IS3 family transposase ISYps8
DLIDFOLG_04591	CDS	2223				hypothetical protein
DLIDFOLG_04592	CDS	810				hypothetical protein
DLIDFOLG_04593	CDS	375				IS256 family transposase ISSod4
DLIDFOLG_04594	CDS	639				hypothetical protein
DLIDFOLG_04595	CDS	1680	xynB	3.2.1.37		Beta-xylosidase
DLIDFOLG_04596	CDS	1455	uidB		COG2211	Glucuronide carrier protein
DLIDFOLG_04597	CDS	1320	xylA_2	5.3.1.5		Xylose isomerase
DLIDFOLG_04598	CDS	516				hypothetical protein
DLIDFOLG_04599	CDS	600	smvA			Methyl viologen resistance protein SmvA
DLIDFOLG_04600	CDS	798	pcaR_3		COG1414	Pca regulon regulatory protein
DLIDFOLG_04601	CDS	417	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
DLIDFOLG_04602	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
DLIDFOLG_04603	CDS	927	catA	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
DLIDFOLG_04604	CDS	1383	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
DLIDFOLG_04605	CDS	486	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
DLIDFOLG_04606	CDS	1017	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
DLIDFOLG_04607	CDS	774	lvr	1.1.1.-		Levodione reductase
DLIDFOLG_04608	CDS	879	yddG		COG0697	Aromatic amino acid exporter YddG
DLIDFOLG_04609	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
DLIDFOLG_04610	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
DLIDFOLG_04611	CDS	885	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
DLIDFOLG_04612	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
DLIDFOLG_04613	CDS	327				hypothetical protein
DLIDFOLG_04614	CDS	819		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
DLIDFOLG_04615	CDS	1902	pbpC		COG4953	Penicillin-binding protein 1C
DLIDFOLG_04616	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
DLIDFOLG_04617	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
DLIDFOLG_04618	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
DLIDFOLG_04619	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
DLIDFOLG_04620	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
DLIDFOLG_04621	CDS	621				hypothetical protein
DLIDFOLG_04622	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
DLIDFOLG_04623	CDS	1479	der		COG1160	GTPase Der
DLIDFOLG_04624	CDS	1080				hypothetical protein
DLIDFOLG_04625	CDS	219	yfgJ			putative protein YfgJ
